no,city,location,income,eggette,cbrick,gas,diesel,lgas,ngas,cgas,faeces,jg,fw,op,eu,euo,ekg,et,etc,cbu,cbuo,cbkg,cbt,cbtc,gu,guo,gl,gt,gtc,du,duo,dl,dt,dtc,lgu,lguo,lgkg,lgt,lgtc,ngt,ngtc,cgt,cgtc,fu,fuo,fkg,ft,ftc,jgu,jguo,jgkg,jgt,jgtc,fwu,fwuo,fwkg,fwt,fwtc,opu,opuo,opkg,opcm,opl,opt,optc
1054,1,北京市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,500,,,,,,,,,,,,,,,,,,,,,,,,
1061,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240,547,,,,,,,,,,,,,,,,,,,,,,,,
1074,1,北京市,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10.0,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2500,,,,,,,,,,,,,,,,,,,,,,,,
1089,2,北京市,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,50.0,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,1,北京市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,,,,,,,,,,,,,,,,,,
1129,1,北京市,-2.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,300,,,,,,,,,,,,,,,,,,,,,,,,
1132,1,北京市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,1,北京市,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,350,,,,,,,,,,,,,,,,,,,,,,
1140,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,
1143,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,1,北京市,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,1,北京市,-2.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,250,3000,,,,,,,,,,,,,,,,,,,,,,,,
1160,1,北京市,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.0,3,520,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,1,北京市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,,,,,,,,,,,,,,,,
1177,1,北京市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,150,345,,,,,,,,,,,,,,,,,,,,,,,,
1186,1,北京市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,
1190,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,1,北京市,2.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1,北京市,-2.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,250,650,,,,,,,,,,,,,,,,,,,,,,,,
1216,1,北京市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1,北京市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,700,,,,,,,,,,,,,,,,,,,,,,,,
1243,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,
1253,1,北京市,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,1,北京市,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,1,北京市,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,
1260,1,北京市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1000,,,,,,,,,,,,,,,,,,,,,,,,
1273,1,北京市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,150,450,,,,,,,,,,,,,,,,,,,,,,,,
1275,1,北京市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,1,北京市,0.0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,升,,,,10000,,,,,,,,,,,300,650,,,,,,,,,,,,,,,,,,,,,,,,
1311,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1000,,,,,,,,,,,,,,,,,,,,,,,,
1313,1,北京市,0.0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,升,,,500,3000,,,,,,,,,,,400,912,,,,,,,,,,,,,,,,,,,,,,,,
1350,1,北京市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240,720,,,,,,,,,,,,,,,,,,,,,,,,
1352,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,
1354,1,北京市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,
1364,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,
1391,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,72,173,,,,,,,,,,,,,,,,,,,,,,,,
1393,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,99998,,,,,,,,,,,,,,,,,,,,,,,,
1397,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,280,,,,,,,,,,,,,,,,,,,,,,,,
1401,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,240,,,,,,,,,,,,,,,,,,,,,,,,
1453,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240,480,,,,,,,,,,,,,,,,,,,,,,,,
1462,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,480,,,,,,,,,,,,,,,,,,,,,,,,
1477,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,1,天津市,-1.0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,升,,,1000,6000,,,,,,,,,,,,,120,288,,,,,,,,,,,,,,,,,,,,,,
1493,1,天津市,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,144,,,,,,,,,,,,,,,,,,,,,,
1498,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,500,,,,,,,,,,,,,,,,,,,,,,,,
1539,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1000,,,,,,,,,,,,,,,,,,,,,,,,
1544,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,130,312,,,,,,,,,,,,,,,,,,,,,,,,
1553,1,天津市,-1.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,316,,,,,,,,,,,,,,,,,,,,,,
1558,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240,528,,,,,,,,,,,,,,,,,,,,,,,,
1559,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,240,,,,,,,,,,,,,,,,,,,,,,,,
1573,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1700,,,,,,,,,,,,,,,,,,,,,,,,
1580,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,480,,,,,,,,,,,,,,,,,,,,,,,,
1585,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,288,,,,,,,,,,,,,,,,,,,,,,,,
1590,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,180,400,,,,,,,,,,,,,,,,,,,,,,,,
1603,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,240,,,,,,,,,,,,,,,,,,,,,,,,
1605,1,天津市,-2.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,48,580,,,,,,,,,,,,,,,,,,,,,,,,
1607,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,300,,,,,,,,,,,,,,,,,,,,,,,,
1613,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,500,,,,,,,,,,,,,,,,,,,,,,,,
1624,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,,,,,,,,,,,,,,,,,,,,,,,,
1626,1,天津市,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,216,,,,,,,,,,,,,,,,,,,,,,
1634,1,天津市,-2.0,0,1,0,0,0,1,0,0,0,0,,,,,,,公斤,,,1,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,
1636,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400,480,,,,,,,,,,,,,,,,,,,,,,,,
1638,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,360,864,,,,,,,,,,,,,,,,,,,,,,,,
1642,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1000,,,,,,,,,,,,,,,,,,,,,,,,
1645,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,360,864,,,,,,,,,,,,,,,,,,,,,,,,
1655,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300,720,,,,,,,,,,,,,,,,,,,,,,,,
1660,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,150,350,,,,,,,,,,,,,,,,,,,,,,,,
1665,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,480,,,,,,,,,,,,,,,,,,,,,,,,
1679,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,240,,,,,,,,,,,,,,,,,,,,,,,,
1681,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,480,,,,,,,,,,,,,,,,,,,,,,,,
1692,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,480,,,,,,,,,,,,,,,,,,,,,,,,
1701,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,360,860,,,,,,,,,,,,,,,,,,,,,,,,
1706,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,180,450,,,,,,,,,,,,,,,,,,,,,,,,
1707,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,264,,,,,,,,,,,,,,,,,,,,,,,,
1716,1,天津市,-2.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,18,450,,,,,,,,,,,,,,,,,,,,,,,,
1738,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,454,1000,,,,,,,,,,,,,,,,,,,,,,,,
1746,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,50,120,,,,,,,,,,,,,,,,,,,,,,,,
1753,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,,,,,,,,,,,,,,,,
1755,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300,360,,,,,,,,,,,,,,,,,,,,,,,,
1763,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
1769,1,天津市,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,80,192,,,,,,,,,,,,,,,,,,,,,,,,
1777,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,90,216,,,,,,,,,,,,,,,,,,,,,,,,
1782,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,
1786,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110,264,,,,,,,,,,,,,,,,,,,,,,,,
1788,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,288,,,,,,,,,,,,,,,,,,,,,,,,
1797,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240,576,,,,,,,,,,,,,,,,,,,,,,,,
1799,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240,600,,,,,,,,,,,,,,,,,,,,,,,,
1806,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,240,,,,,,,,,,,,,,,,,,,,,,,,
1818,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,70,220,,,,,,,,,,,,,,,,,,,,,,,,
1821,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,190,480,,,,,,,,,,,,,,,,,,,,,,,,
1826,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,490,,,,,,,,,,,,,,,,,,,,,,,,
1832,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,480,,,,,,,,,,,,,,,,,,,,,,,,
1846,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,400,,,,,,,,,,,,,,,,,,,,,,,,
1849,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300,300,,,,,,,,,,,,,,,,,,,,,,,,
1858,1,天津市,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,600,,,,,,,,,,,,,,,,,,,,,,,,
1862,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1200,,,,,,,,,,,,,,,,,,,,,,,,
1864,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,480,480,,,,,,,,,,,,,,,,,,,,,,,,
1868,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240,576,,,,,,,,,,,,,,,,,,,,,,,,
1883,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,500,,,,,,,,,,,,,,,,,,,,,,,,
1884,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,240,,,,,,,,,,,,,,,,,,,,,,,,
1888,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,360,600,,,,,,,,,,,,,,,,,,,,,,,,
1901,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,288,,,,,,,,,,,,,,,,,,,,,,,,
1928,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,180,500,,,,,,,,,,,,,,,,,,,,,,,,
1934,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,
1951,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,60,150,,,,,,,,,,,,,,,,,,,,,,,,
1953,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,
1958,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,150,330,,,,,,,,,,,,,,,,,,,,,,,,
1959,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
1975,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,300,,,,,,,,,,,,,,,,,,,,,,,,
1977,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,270,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,288,,,,,,,,,,,,,,,,,,,,,,,,
1993,1,天津市,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,天津市,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,420,420,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,天津市,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,288,,,,,,,,,,,,,,,,,,,,,,,,
1998,1,河北省,0.0,1,0,0,0,0,0,0,0,0,0,,个,,1.0,2000,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,河北省,1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,河北省,0.0,0,1,0,0,1,0,0,0,0,1,,,,,,,,吨,1000.0,2,2000,,,,,,,,,,,公斤,,,80,500,,,,,,,,,,,,,,,捆,,5.0,,,,,,,,,
2004,2,河北省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,个,,0.0500000007450581,2000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,河北省,-1.0,1,0,0,0,0,0,0,0,0,0,,个,,0.699999988079071,3000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2,河北省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,90,432,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,河北省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,215,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,河北省,0.0,1,0,0,0,0,0,0,0,0,0,,个,,0.25,2000,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,河北省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,,吨,1000.0,1.5,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,河北省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,2,河北省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,50.0,100,,,,,,,,
2033,1,河北省,0.0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,升,,,,,,,,,,,,,,,200,430,,,,,,,,,,,,,,,,,,,,,,,,
2034,2,河北省,0.0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,斤,,,200,600,,,,,,,,,,筐,,5.0,800,,,,,,,,,,,,,
2035,2,河北省,0.0,0,1,0,0,1,0,0,0,0,0,,,,,,,公斤,,,3000,2000,,,,,,,,,,,公斤,,,30,200,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,2,河北省,1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,9.0,10,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,2,河北省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,2,河北省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,120,700,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,1,河北省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,2,河北省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1600,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,2,河北省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1300,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,1,河北省,0.0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,升,,,360,1800,,,,,,,,,,,100,300,,,,,,,,,,,,,,,,,,,,,,,,
2079,1,河北省,1.0,1,0,0,0,0,0,0,0,0,0,,公斤,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,2,河北省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2,河北省,1.0,1,0,0,0,0,0,0,0,0,0,,公斤,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2,河北省,0.0,0,1,0,0,1,0,0,0,0,0,,,,,,,公斤,,,2000,1300,,,,,,,,,,,,,15.0,3,270,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,2,河北省,-1.0,0,1,0,0,1,0,0,0,0,0,,,,,,,公斤,,,1000,1600,,,,,,,,,,,,,15.0,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,1,河北省,1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,180,700,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,2,河北省,-2.0,1,0,0,0,0,0,0,0,0,0,,公斤,,,1000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,2,河北省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,500.0,,,,,,,,,
